,Unnamed: 0,SUCURSAL,PERIODO,MES,PROVEEDOR,FOLIO_VENTA,TIPO_VENTA,CANTIDAD_VENTA,TOTAL_VENTA,ULTIMO_COSTO,CODIGO_BARRAS,DTO_CLIENTE,TITULO,TIPO_PRODUCTO,PRECIO_LISTA,COSTO_DEL_DIA_VTA,AUTOR_,DTO_COMERCIAL_,EDITORIAL_,AREA_TEMATICA_,TEMA_,SUBTEMA_,Num_dia_ven,Fecha_ven,N_dia_ven,N_mes_ven,FONDO_180d
19984,25872,SUCURSAL_1,2021,6,NIRVANA LIBROS SA DE CV,7153977.0,PISO DE VENTA,1.0,232.5,155.0,9788499881294,0.25,"MENTE DEL SAMURAI, LA. ENSEÃANZAS DE LOS MAESTROS GUERREROS DEL JAPON",LIBRO,310.0,,"HELLMAN, CHRISTOPHER",50.0,KAIROS,HUMANIDADES,ESOTERISMO,LITERATURA ORIENTAL,5,2021-06-05,SÃ¡bado,Junio,Fondo
118393,148680,SUCURSAL_2,2021,7,COLOFON SA DE CV,4290388.0,PISO DE VENTA,1.0,99.0,49.0,9788478445523,0.0,Conversaciones con AntÃ³nio Lobo Antunes,LIBRO,99.0,,"BLANCO, MARIA LUISA",0.0,SIRUELA,CIENCIAS SOCIALES,CIENCIAS SOCIALES,COMUNICACION Y PERIODISMO,23,2021-07-23,Viernes,Julio,Fondo
174829,214237,SUCURSAL_4,2022,10,EDITORIAL PLANETA MEXICANA,899678.0,PISO DE VENTA,1.0,378.0,219.24,9786070734052,0.0,TAL VEZ MAÃANA,LIBRO,378.0,219.24,"HOOVER, COLLEN",42.0,PLANETA,JUVENIL,LITERATURA,LITERATURA JUVENIL,17,2022-10-17,Lunes,Octubre,Fondo
113983,143679,SUCURSAL_2,2021,11,NIRVANA LIBROS SA DE CV,4332148.0,PISO DE VENTA,1.0,315.0,210.0,9788416579082,0.25,ESCUCHA A TU CUERPO ES TU MEJOR AMIGO EN LA TIERRA,LIBRO,420.0,,"BOURBEAU, LISE",50.0,SIRIO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,21,2021-11-21,Domingo,Noviembre,Fondo
4455,5687,SUCURSAL_1,2021,4,EDITORIAL OCEANO DE MEXICO SA DE CV,7141664.0,PISO DE VENTA,1.0,250.0,138.0,9786077711353,,Un perro rabioso,LIBRO,250.0,,"MONTIEL FIGUEIRAS, MAURICIO",44.8,OCEANO / TURNER,HUMANIDADES,PSICOLOGIA,PSICOLOGIA GENERAL,28,2021-04-28,MiÃ©rcoles,Abril,Novedad
64075,79056,SUCURSAL_1,2022,9,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7318881.0,PISO DE VENTA,1.0,349.0,214.02,9786073806497,0.0,El cerdito de navidad,LIBRO,349.0,202.42,"ROWLING, J. K. (ROWLING, JOANNE KATHLEEN)",42.0,SALAMANDRA INFANTIL,NIÃOS,NIÃOS,DE 6 A 12 AÃOS,18,2022-09-18,Domingo,Septiembre,Fondo
17406,22769,SUCURSAL_1,2021,5,NIRVANA LIBROS SA DE CV,7143250.0,PISO DE VENTA,1.0,517.5,345.0,9788497777704,,QUIROMANCIA TOTAL. EL ARTE DE INTERPRETAR LA MANO EN EL SIGLO XXI / PD.,LIBRO,690.0,,"RODRIGUEZ, FRANCISCO",50.0,EDICIONES OBELISCO,ESOTERISMO,ESOTERISMO,ARTES ADIVINATORIAS,2,2021-05-02,Domingo,Mayo,Fondo
35381,43031,SUCURSAL_1,2021,12,COLOFON SA DE CV,7220638.0,PISO DE VENTA,1.0,461.25,276.75,9788490979013,0.25,FÃºtbol y anarquismo,LIBRO,615.0,,"FERNANDEZ UBIRIA, MIGUEL",55.0,LOS LIBROS DE LA CATARATA,CIENCIAS SOCIALES,CIENCIAS SOCIALES,POLITICA,3,2021-12-03,Viernes,Diciembre,Fondo
129306,161896,SUCURSAL_2,2022,12,EDITORIAL PLANETA MEXICANA,4447538.0,PISO DE VENTA,1.0,448.0,259.84,9788445007051,0.0,El seÃ±or del caos / La rueda del tiempo / vol. 6,LIBRO,448.0,259.84,"JORDAN, ROBERT",42.0,MINOTAURO,LITERATURA,LITERATURA,CIENCIA FICCION Y LITERATURA FANTASTICA,29,2022-12-29,Jueves,Diciembre,Fondo
139339,174416,SUCURSAL_2,2022,9,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,4419893.0,PISO DE VENTA,1.0,299.0,185.02,9786073806213,0.0,"DÃ³nde estÃ¡s, mundo bello",LIBRO,299.0,173.42,"ROONEY, SALLY",42.0,LRH (LITERATURA RANDOM HOUSE),LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,25,2022-09-25,Domingo,Septiembre,Fondo
39182,48911,SUCURSAL_1,2021,1,PEARSON EDUCACION DE MEXICO SA DE CV,7107746.0,PISO DE VENTA,1.0,560.5,434.0,9786073245487,,GuÃ­a prÃ¡ctica para el examen de ingreso a la universidad / 5 ed.,LIBRO,590.0,,"MONTAÃEZ COLIN, ANA LUISA",35.0,PEARSON,"TEXTOS ESCOLARES, UNIVERSITARIOS Y TÃCNICOS",TEXTOS ESCOLARES,BACHILLERATO,12,2021-01-12,Martes,Enero,Fondo
19364,25184,SUCURSAL_1,2021,3,NIRVANA LIBROS SA DE CV,7125133.0,PISO DE VENTA,1.0,337.5,225.0,9788418000423,,Equilibra tus hormonas,LIBRO,450.0,,"DUBBERS, MARJOLEIN",50.0,SIRIO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SALUD ALTERNATIVA,SALUD GENERAL,10,2021-03-10,MiÃ©rcoles,Marzo,Novedad
52304,65292,SUCURSAL_1,2022,12,EDITORIAL PLANETA MEXICANA,7349631.0,PISO DE VENTA,1.0,398.0,230.84,9786070794360,0.0,La Corte del Eclipse,LIBRO,398.0,230.84,"RAMIREZ LOMELI, CLAUDIA",42.0,PLANETA,JUVENIL,LITERATURA,LITERATURA JUVENIL,22,2022-12-22,Jueves,Diciembre,Novedad
5847,7556,SUCURSAL_1,2021,3,EDITORIAL OCEANO DE MEXICO SA DE CV,7131359.0,PISO DE VENTA,1.0,190.0,95.0,9788415492542,,NUEVA ARQUITECTURA. MUSEOS / PD.,LIBRO,190.0,,"KRAUEL, JACOBO",0.0,OCEANO / LINKS / STRUCTURE,ARTES,"ARTES, BELLAS ARTES Y ARTES DECORATIVAS",ARQUITECTURA,27,2021-03-27,SÃ¡bado,Marzo,Fondo
51021,63789,SUCURSAL_1,2022,8,EDITORIAL PLANETA MEXICANA,7307408.0,PISO DE VENTA,1.0,268.0,155.44,9786070789311,0.0,El libro de los amores ridÃ­culos,LIBRO,268.0,155.44,"KUNDERA, MILAN",42.0,TUSQUETS,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,24,2022-08-24,MiÃ©rcoles,Agosto,Novedad
181047,221875,SUCURSAL_4,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,905958.0,PISO DE VENTA,1.0,299.0,173.42,9786073193009,0.0,Harry Potter y la piedra filosofal,LIBRO,299.0,173.42,"ROWLING, J. K. (ROWLING, JOANNE KATHLEEN)",42.0,EDICIONES SALAMANDRA,JUVENIL,LITERATURA,LITERATURA JUVENIL,17,2022-12-17,SÃ¡bado,Diciembre,Fondo
73649,90383,SUCURSAL_5,2021,3,EDITORIAL OCEANO DE MEXICO SA DE CV,623675.0,PISO DE VENTA,1.0,295.0,162.84,9788433902320,,"CONJURA DE LOS NECIOS, LA",LIBRO,295.0,,"TOOLE, JOHN KENNEDY",44.8,ANAGRAMA,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,25,2021-03-25,Jueves,Marzo,Fondo
175478,215023,SUCURSAL_4,2022,9,EDITORIAL PLANETA MEXICANA,897594.0,PISO DE VENTA,1.0,99.0,57.42,9786070751097,0.0,El olor de las magnolias / La libertad la bicicleta,LIBRO,99.0,57.42,"TAIBO II, PACO IGNACIO",42.0,PLANETA,LITERATURA,LITERATURA,AUTORES MEXICANOS,28,2022-09-28,MiÃ©rcoles,Septiembre,Fondo
162042,199283,SUCURSAL_3,2022,10,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,2032164.0,PISO DE VENTA,1.0,549.0,330.02,9786073806923,0.0,Tlatoque. Somos mexicas,LIBRO,549.0,318.42,"GUADARRAMA COLLADO, SOFIA",42.0,EDICIONES B,LITERATURA,LITERATURA,AUTORES MEXICANOS,28,2022-10-28,Viernes,Octubre,Fondo
88577,109286,SUCURSAL_5,2021,7,COLOFON SA DE CV,636666.0,PISO DE VENTA,2.0,664.0,228.25,9788425426810,0.2,NI HAO. LIBRO DE EJERCICIOS 1,LIBRO,415.0,,"FREDLEIN, SHUMANG",45.0,HERDER,"TEXTOS ESCOLARES, UNIVERSITARIOS Y TÃCNICOS",OBRAS DE REFERENCIA Y CONSULTA,METODOS DE IDIOMAS,8,2021-07-08,Jueves,Julio,Fondo
134906,168908,SUCURSAL_2,2022,8,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,4401033.0,PISO DE VENTA,1.0,89.1,57.42,9788490702260,0.1,HegemonÃ­a o supervivencia. La estrategia imperialista de Estados Unidos,LIBRO,99.0,57.42,"CHOMSKY, NOAM",42.0,B DE BOLSILLO,CIENCIAS SOCIALES,CIENCIAS SOCIALES,POLITICA,4,2022-08-04,Jueves,Agosto,Fondo
155690,192601,SUCURSAL_3,2022,12,EDITORIAL PLANETA MEXICANA,2038242.0,PISO DE VENTA,1.0,388.0,225.04,9786070710766,0.0,Mal de amores,LIBRO,388.0,225.04,"MASTRETTA, ANGELES",42.0,SEIX BARRAL,LITERATURA,LITERATURA,AUTORES MEXICANOS,21,2022-12-21,MiÃ©rcoles,Diciembre,Fondo
16808,22050,SUCURSAL_1,2022,6,NIRVANA LIBROS SA DE CV,7288432.0,PISO DE VENTA,1.0,187.0,125.0,9788497772303,0.252,"CABALLERO DE LA ARMADURA OXIDADA, EL (NUEVA EDICION ILUSTRADA CON CUADERNILLO DE ACTIVIDADES)",LIBRO,250.0,125.0,"FISHER, ROBERT",50.0,EDICIONES OBELISCO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,20,2022-06-20,Lunes,Junio,Fondo
81149,100519,SUCURSAL_5,2022,3,NIRVANA LIBROS SA DE CV,671014.0,PISO DE VENTA,1.0,290.0,,9788416648023,0.0,TENGO UNA MAMA Y PUNTO / PD.,LIBRO,290.0,,"PARDI, FRANCESCA",50.0,PICARONA,NIÃOS,NIÃOS,DE 3 A 5 AÃOS,20,2022-03-20,Domingo,Marzo,Fondo
41727,52381,SUCURSAL_1,2021,9,PEARSON EDUCACION DE MEXICO SA DE CV,7197769.0,PISO DE VENTA,1.0,489.6,374.4,9781292219318,0.15,Now I Know! Workbook with App. Level 1 Learning to read,LIBRO,576.0,,"LOCHOWSKI, TESSA",35.0,PEARSON,"TEXTOS ESCOLARES, UNIVERSITARIOS Y TÃCNICOS",TEXTOS ESCOLARES,TEXTO ESCOLAR BASICO EN INGLES U OTROS IDIOMAS,29,2021-09-29,MiÃ©rcoles,Septiembre,Novedad
107991,136528,SUCURSAL_2,2021,9,EDITORIAL OCEANO DE MEXICO SA DE CV,4309006.0,PISO DE VENTA,1.0,390.0,215.28,9786077711315,0.0,La GÃ¼era RodrÃ­guez. Mito y mujer,LIBRO,390.0,,"ARROM, SILVIA MARINA",44.8,OCEANO / TURNER,CIENCIAS SOCIALES,HISTORIA,BIOGRAFIAS,12,2021-09-12,Domingo,Septiembre,Fondo
133673,167398,SUCURSAL_2,2022,9,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,4420384.0,PISO DE VENTA,1.0,129.0,74.82,9786071135667,0.0,La doble vida de JesÃºs,LIBRO,129.0,74.82,"SERNA, ENRIQUE",42.0,ALFAGUARA,LITERATURA,LITERATURA,AUTORES MEXICANOS,27,2022-09-27,Martes,Septiembre,Fondo
141785,177416,SUCURSAL_2,2022,8,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,4405669.0,PISO DE VENTA,1.0,429.0,248.82,9786073815444,0.0,El sueÃ±o de Sooley / Pd.,LIBRO,429.0,248.82,"GRISHAM, JOHN",42.0,PLAZA & JANES,LITERATURA,LITERATURA,NOVELA POLICIACA Y DE SUSPENSO,19,2022-08-19,Viernes,Agosto,Novedad
35998,43706,SUCURSAL_1,2021,11,COLOFON SA DE CV,7218106.0,PISO DE VENTA,1.0,520.13,365.0,9788413640198,0.2875,No echar de menos a Dios. Itinerario de un agnÃ³stico,LIBRO,730.0,,"KRIEGER VAZQUEZ, RODOLFO",50.0,TROTTA,HUMANIDADES,FILOSOFIA,FILOSOFIA,26,2021-11-26,Viernes,Noviembre,Novedad
171677,210392,SUCURSAL_4,2022,5,COLOFON SA DE CV,882079.0,PISO DE VENTA,1.0,202.5,135.0,9788496489431,0.25,SIN DESTINO,LIBRO,270.0,,"KERTESZ, IMRE",50.0,ACANTILADO,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,3,2022-05-03,Martes,Mayo,Fondo
92099,114342,SUCURSAL_5,2022,12,EDITORIAL PLANETA MEXICANA,696814.0,PISO DE VENTA,1.0,308.0,178.64,9786070770609,0.0,ArrÃ¡ncame la vida (EdiciÃ³n 35 aniversario),LIBRO,308.0,178.64,"MASTRETTA, ANGELES",42.0,SEIX BARRAL,LITERATURA,LITERATURA,AUTORES MEXICANOS,1,2022-12-01,Jueves,Diciembre,Fondo
129842,162598,SUCURSAL_2,2022,11,EDITORIAL PLANETA MEXICANA,4431846.0,PISO DE VENTA,1.0,218.0,126.44,9786070779220,0.0,La pandilla de Asakusa,LIBRO,218.0,126.44,"KAWABATA, YASUNARI",42.0,AUSTRAL,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,5,2022-11-05,SÃ¡bado,Noviembre,Fondo
27405,34029,SUCURSAL_1,2021,2,COLOFON SA DE CV,7116527.0,PISO DE VENTA,1.0,337.5,202.5,9786079278533,,"DOCTOR ZHIVAGO, EL",LIBRO,450.0,,"PASTERNAK, BORIS LEONIDOVICH",55.0,GALAXIA GUTENBERG,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,16,2021-02-16,Martes,Febrero,Fondo
85828,106125,SUCURSAL_5,2022,3,COLOFON SA DE CV,669484.0,PISO DE VENTA,1.0,247.5,165.0,9788416396849,0.25,CORAZON DE TINTA / PD.,LIBRO,330.0,,"FUNKE, CORNELIA",50.0,SIRUELA,JUVENIL,LITERATURA,LITERATURA JUVENIL,6,2022-03-06,Domingo,Marzo,Fondo
3930,4940,SUCURSAL_1,2021,4,EDITORIAL OCEANO DE MEXICO SA DE CV,7136704.0,PISO DE VENTA,1.0,220.0,121.44,9788433902382,,Los restos del dÃ­a,LIBRO,220.0,,KAZUO ISHIGURO,44.8,ANAGRAMA,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,11,2021-04-11,Domingo,Abril,Fondo
87812,108423,SUCURSAL_5,2021,1,COLOFON SA DE CV,613261.0,PISO DE VENTA,1.0,416.5,297.5,9788416942534,,AtracciÃ³n mortal. La apariencia es el antifaz de la mentira,LIBRO,595.0,,"HERNANDEZ MARMOLEJO, WENDY",50.0,NOVA CASA EDITORIAL,JUVENIL,LITERATURA,LITERATURA JUVENIL,6,2021-01-06,MiÃ©rcoles,Enero,Novedad
100895,127302,SUCURSAL_2,2022,2,EDITORIAL OCEANO DE MEXICO SA DE CV,4359434.0,PISO DE VENTA,2.0,300.0,82.8,9786079278571,0.0,"CINICOS NO SIRVEN PARA ESTE OFICIO, LOS",LIBRO,150.0,,"KAPUSCINSKI, RYSZARD",44.8,ANAGRAMA,CIENCIAS SOCIALES,CIENCIAS SOCIALES,COMUNICACION Y PERIODISMO,13,2022-02-13,Domingo,Febrero,Fondo
12081,16343,SUCURSAL_1,2021,8,EDITORIAL OCEANO DE MEXICO SA DE CV,7173679.0,PISO DE VENTA,1.0,390.0,215.28,9786077711261,0.0,EN CASA CON MIS MONSTRUOS,LIBRO,390.0,,"TORO, GUILLERMO DEL",44.8,OCEANO / TURNER,ARTES,"ARTES, BELLAS ARTES Y ARTES DECORATIVAS",CINE,7,2021-08-07,SÃ¡bado,Agosto,Fondo
104962,132635,SUCURSAL_2,2021,3,EDITORIAL OCEANO DE MEXICO SA DE CV,4265998.0,PISO DE VENTA,1.0,380.0,209.76,9786075276137,,MATAR UN REINO,LIBRO,380.0,,"CHRISTO, ALEXANDRA",44.8,OCEANO / GRAN TRAVESIA,JUVENIL,LITERATURA,LITERATURA JUVENIL,31,2021-03-31,MiÃ©rcoles,Marzo,Fondo
115005,144853,SUCURSAL_2,2022,4,COLOFON SA DE CV,4378339.0,PISO DE VENTA,1.0,288.75,192.5,9788476518069,0.25,Arte de prudencia,LIBRO,385.0,,"GRACIAN, BALTASAR",50.0,JOSE J DE OLAÃETA EDITOR,LITERATURA,OBRAS DE REFERENCIA Y CONSULTA,FRASES CELEBRES,22,2022-04-22,Viernes,Abril,Fondo
167153,205125,SUCURSAL_4,2021,7,EDITORIAL OCEANO DE MEXICO SA DE CV,842339.0,PISO DE VENTA,1.0,240.0,132.48,9788484452744,0.0,PRACTICANDO EL PODER DEL AHORA. ENSEÃANZAS MEDITACIONES Y EJERCICIOS ESENCIALES EXTRAIDOS DE EL PODER DEL AHORA,LIBRO,240.0,,"TOLLE, ECKHART",44.8,OCEANO / GAIA,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,LITERATURA ESPIRITUAL,2,2021-07-02,Viernes,Julio,Fondo
111939,141332,SUCURSAL_2,2021,3,NIRVANA LIBROS SA DE CV,4265595.0,PISO DE VENTA,1.0,262.5,175.0,9788491114277,,MAS ALLA DEL PENSAMIENTO POSITIVO,LIBRO,350.0,,"ANTHONY, ROBERT",50.0,EDICIONES OBELISCO,HUMANIDADES,PSICOLOGIA,PSICOLOGIA APLICADA,29,2021-03-29,Lunes,Marzo,Fondo
43685,54823,SUCURSAL_1,2022,8,EDITORIAL PLANETA MEXICANA,7305424.0,PISO DE VENTA,1.0,438.0,254.04,9786070737411,0.0,La sombra del viento / El cementerio de los libros olvidados / vol. 1,LIBRO,438.0,254.04,"RUIZ ZAFON, CARLOS",42.0,PLANETA,LITERATURA,LITERATURA,NARRATIVA IBEROAMERICANA,19,2022-08-19,Viernes,Agosto,Fondo
19029,24794,SUCURSAL_1,2021,5,NIRVANA LIBROS SA DE CV,7148974.0,PISO DE VENTA,1.0,247.5,165.0,9788491111801,,"ACTOS SIMBOLICOS, LOS. PSICOLOGIA Y MAGIA DE LOS GESTOS QUE LIBERAN",LIBRO,330.0,,"HOROWITZ, ELISABETH",50.0,EDICIONES OBELISCO,HUMANIDADES,PSICOLOGIA,PSICOLOGIA APLICADA,21,2021-05-21,Viernes,Mayo,Fondo
145109,181218,SUCURSAL_3,2022,3,EDITORIAL OCEANO DE MEXICO SA DE CV,2007476.0,PISO DE VENTA,1.0,395.0,218.04,9786075574110,0.0,El odio que das,LIBRO,395.0,,"THOMAS, ANGIE",44.8,OCEANO GRAN TRAVESIA,JUVENIL,LITERATURA,LITERATURA JUVENIL,4,2022-03-04,Viernes,Marzo,Novedad
7305,9675,SUCURSAL_1,2021,2,EDITORIAL OCEANO DE MEXICO SA DE CV,7112520.0,PISO DE VENTA,1.0,395.0,218.04,9786077357346,,"REINA ROJA, LA",LIBRO,395.0,,"AVEYARD, VICTORIA",44.8,OCEANO / GRAN TRAVESIA,JUVENIL,LITERATURA,LITERATURA JUVENIL,3,2021-02-03,MiÃ©rcoles,Febrero,Fondo
148061,184392,SUCURSAL_3,2021,7,EDITORIAL OCEANO DE MEXICO SA DE CV,1973398.0,PISO DE VENTA,1.0,570.0,314.64,9788433959638,0.0,"MICHEL HOUELLEBECQ (AMPLIACION DEL CAMPO DE BATALLA, LAS PARTICULAS ELEMENTALES, PLATAFORMA)",LIBRO,570.0,,"HOUELLEBECQ, MICHEL",44.8,ANAGRAMA,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,4,2021-07-04,Domingo,Julio,Fondo
77108,95136,SUCURSAL_5,2021,6,EDITORIAL OCEANO DE MEXICO SA DE CV,633357.0,PISO DE VENTA,1.0,375.0,207.0,9788484456599,0.0,TU GANAS YO GANO. COMO RESOLVER CONFLICTOS CREATIVAMENTE Y DISFRUTAR CON LAS SOLUCIONES (NUEVA EDICION),LIBRO,375.0,,"CORNELIUS, HELENA",44.8,GAIA EDICIONES,"ECONOMÃA, ADMINISTRACIÃN Y FINANZAS",NEGOCIOS Y ADMINISTRACION DE EMPRESAS,ADMINISTRACION DE EMPRESAS,12,2021-06-12,SÃ¡bado,Junio,Fondo
58831,72927,SUCURSAL_1,2022,7,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7297362.0,PISO DE VENTA,1.0,389.0,243.02,9786073175579,0.0,"RUEDA DE LA VIDA, LA",LIBRO,389.0,225.62,"KUBLER ROSS, ELIZABETH",42.0,VERGARA,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,TANATOLOGIA,26,2022-07-26,Martes,Julio,Fondo
145541,181681,SUCURSAL_3,2021,2,EDITORIAL OCEANO DE MEXICO SA DE CV,1955643.0,PISO DE VENTA,1.0,160.0,88.32,9788415945338,,"HOMBRE QUE PLANTABA ARBOLES, EL / 5 ED. / PD.",LIBRO,160.0,,"GIONO, JEAN",44.8,OCEANO / DUOMO EDICIONES,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,10,2021-02-10,MiÃ©rcoles,Febrero,Fondo
14637,19692,SUCURSAL_1,2022,1,NIRVANA LIBROS SA DE CV,7245577.0,PISO DE VENTA,1.0,307.5,240.0,9788478086344,0.25,LIBERATE DE LA CODEPENDENCIA / 7 ED.,LIBRO,410.0,,"BEATTIE, MELODY",50.0,SIRIO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,28,2022-01-28,Viernes,Enero,Fondo
63405,78267,SUCURSAL_1,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7341988.0,PISO DE VENTA,1.0,399.0,231.42,9786073804332,0.0,El infinito en un junco,LIBRO,399.0,231.42,"VALLEJO, IRENE",42.0,DEBOLSILLO,CIENCIAS SOCIALES,BIBLIOTECONOMIA Y PROCESOS DOCUMENTALES,EN TORNO AL LIBRO,6,2022-12-06,Martes,Diciembre,Fondo
179062,219392,SUCURSAL_4,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,906235.0,PISO DE VENTA,1.0,439.0,254.62,9788498385519,0.0,CUANDO LAS PALOMAS CAYERON DEL CIELO,LIBRO,439.0,254.62,"OKSANEN, SOFI",42.0,EDICIONES SALAMANDRA,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,19,2022-12-19,Lunes,Diciembre,Fondo
91389,113306,SUCURSAL_5,2022,11,EDITORIAL PLANETA MEXICANA,695792.0,PISO DE VENTA,1.0,149.0,86.42,9786070756061,0.0,BOLCHEVIQUES,LIBRO,149.0,86.42,"TAIBO II, PACO IGNACIO",42.0,PLANETA,CIENCIAS SOCIALES,HISTORIA,HISTORIA DE MEXICO,18,2022-11-18,Viernes,Noviembre,Fondo
35559,43217,SUCURSAL_1,2021,12,COLOFON SA DE CV,7233163.0,PISO DE VENTA,1.0,581.25,387.5,9788417747978,0.25,El expolio nazi / pd.,LIBRO,775.0,,"MARTORELL, MIGUEL",50.0,GALAXIA GUTENBERG,CIENCIAS SOCIALES,HISTORIA,HISTORIA UNIVERSAL,26,2021-12-26,Domingo,Diciembre,Fondo
30323,37340,SUCURSAL_1,2021,1,COLOFON SA DE CV,7106080.0,PISO DE VENTA,1.0,381.5,272.5,9789801287407,,Amor a cuatro estaciones / 17 ed.,LIBRO,545.0,,"PORTAL ARRAEZ, NACARID",50.0,EDICIONES DEJA VU,JUVENIL,LITERATURA,LITERATURA JUVENIL,5,2021-01-05,Martes,Enero,Fondo
60910,75362,SUCURSAL_1,2022,9,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7315670.0,PISO DE VENTA,1.0,429.0,260.42,9786073191470,0.0,Salvar el fuego,LIBRO,429.0,248.82,"ARRIAGA, GUILLERMO",42.0,ALFAGUARA,LITERATURA,LITERATURA,AUTORES MEXICANOS,9,2022-09-09,Viernes,Septiembre,Fondo
180588,221299,SUCURSAL_4,2022,9,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,896469.0,PISO DE VENTA,1.0,259.0,161.82,9786073182027,0.0,El vampiro de la colonia Roma / 5 Ed.,LIBRO,259.0,150.22,"ZAPATA, LUIS",42.0,DEBOLSILLO,LITERATURA,LITERATURA,AUTORES MEXICANOS,18,2022-09-18,Domingo,Septiembre,Fondo
125757,157390,SUCURSAL_2,2022,7,EDITORIAL PLANETA MEXICANA,4397211.0,PISO DE VENTA,1.0,258.0,149.64,9786070729164,0.0,El amor en los tiempos del cÃ³lera,LIBRO,258.0,149.64,"GARCIA MARQUEZ, GABRIEL",42.0,DIANA,LITERATURA,LITERATURA,NARRATIVA IBEROAMERICANA,17,2022-07-17,Domingo,Julio,Fondo
105716,133548,SUCURSAL_2,2021,6,EDITORIAL OCEANO DE MEXICO SA DE CV,4282674.0,PISO DE VENTA,1.0,295.0,162.84,9786075573076,0.0,Almendra,LIBRO,295.0,,"SOHN, WON PYUNG",44.8,OCEANO GRAN TRAVESIA,JUVENIL,LITERATURA,LITERATURA JUVENIL,18,2021-06-18,Viernes,Junio,Novedad
104198,131554,SUCURSAL_2,2021,4,EDITORIAL OCEANO DE MEXICO SA DE CV,4266396.0,PISO DE VENTA,1.0,480.0,264.96,9786075279794,,MAESTRIA / 3 ED.,LIBRO,480.0,,"GREENE, ROBERT",44.8,OCEANO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,1,2021-04-01,Jueves,Abril,Fondo
90467,111870,SUCURSAL_5,2022,9,EDITORIAL PLANETA MEXICANA,688908.0,PISO DE VENTA,1.0,129.0,74.82,9786070731754,0.0,"VIENTO DE LAS HORAS, EL",LIBRO,129.0,74.82,"MASTRETTA, ANGELES",42.0,SEIX BARRAL,LITERATURA,LITERATURA,AUTORES MEXICANOS,5,2022-09-05,Lunes,Septiembre,Fondo
40419,50872,SUCURSAL_1,2021,10,PEARSON EDUCACION DE MEXICO SA DE CV,7205451.0,PISO DE VENTA,1.0,209.95,143.65,9786073241984,0.05,ORIENTACION EDUCATIVA IV / 2 ED.,LIBRO,221.0,,"ONOFRE SANTILLAN, JAQUELINE",35.0,PEARSON,"TEXTOS ESCOLARES, UNIVERSITARIOS Y TÃCNICOS",TEXTOS ESCOLARES,BACHILLERATO,20,2021-10-20,MiÃ©rcoles,Octubre,Fondo
6705,8804,SUCURSAL_1,2021,1,EDITORIAL OCEANO DE MEXICO SA DE CV,7109193.0,PISO DE VENTA,1.0,320.0,176.64,9788484454090,,CONSTELAR LA ENFERMEDAD DESDE LAS COMPRENSIONES DE HELLINGER Y HAMER,LIBRO,320.0,,"CHAMPETIER DE RIBES, BRIGITTE",44.8,OCEANO / GAIA,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SALUD ALTERNATIVA,MEDICINA ALTERNATIVA,19,2021-01-19,Martes,Enero,Fondo
