,Unnamed: 0,SUCURSAL,PERIODO,MES,PROVEEDOR,FOLIO_VENTA,TIPO_VENTA,CANTIDAD_VENTA,TOTAL_VENTA,ULTIMO_COSTO,CODIGO_BARRAS,DTO_CLIENTE,TITULO,TIPO_PRODUCTO,PRECIO_LISTA,COSTO_DEL_DIA_VTA,AUTOR_,DTO_COMERCIAL_,EDITORIAL_,AREA_TEMATICA_,TEMA_,SUBTEMA_,Num_dia_ven,Fecha_ven,N_dia_ven,N_mes_ven,FONDO_180d
175626,215204,SUCURSAL_4,2022,12,EDITORIAL PLANETA MEXICANA,907325.0,PISO DE VENTA,5.0,938.0,155.44,9786070756047,0.3,Los compas y el diamantito legendario,LIBRO,268.0,155.44,MIKECRACK,42.0,MR (EDICIONES MARTINEZ ROCA),NIÃOS,NIÃOS,DE 6 A 12 AÃOS,23,2022-12-23,Viernes,Diciembre,Fondo
123163,154288,SUCURSAL_2,2021,9,PEARSON EDUCACION DE MEXICO SA DE CV,4313163.0,PISO DE VENTA,1.0,437.75,334.75,9786073207300,0.15,INTRODUCCION A LA PSICOLOGIA. BACHILLERATO / 13 ED.,LIBRO,515.0,,"MORRIS, CHARLES",35.0,PEARSON,"TEXTOS ESCOLARES, UNIVERSITARIOS Y TÃCNICOS",TEXTOS ESCOLARES,BACHILLERATO,24,2021-09-24,Viernes,Septiembre,Fondo
116804,146878,SUCURSAL_2,2021,5,COLOFON SA DE CV,4274447.0,PISO DE VENTA,1.0,99.0,99.0,9788478444755,,POESIA (1974-99),LIBRO,99.0,,"SCALA, EDUARDO",0.0,SIRUELA,LITERATURA,LITERATURA,POESIA,13,2021-05-13,Jueves,Mayo,Fondo
113455,143059,SUCURSAL_2,2021,8,NIRVANA LIBROS SA DE CV,4293761.0,PISO DE VENTA,2.0,525.0,175.0,9788497777797,0.25,RIQUEZAS Y EXITO,LIBRO,350.0,,"MURPHY, JOSEPH",50.0,EDICIONES OBELISCO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,6,2021-08-06,Viernes,Agosto,Fondo
111951,141346,SUCURSAL_2,2021,5,NIRVANA LIBROS SA DE CV,4272647.0,PISO DE VENTA,1.0,288.75,192.5,9788417399573,,"FISICA DE DIOS, LA. LA CONEXION ENTRE FISICA CUANTICA LA CONCIENCIA LA TEORIA M EL CIELO LA NEUROCIENCIA Y LA TRASCENDENCIA",LIBRO,385.0,,"SELBIE, JOSEPH",50.0,SIRIO,HUMANIDADES,RELIGION,TEOLOGIA,4,2021-05-04,Martes,Mayo,Fondo
148865,185267,SUCURSAL_3,2022,4,NIRVANA LIBROS SA DE CV,2011366.0,PISO DE VENTA,1.0,400.0,175.0,9788477206231,0.0,"PRINCESA QUE CREIA EN LOS CUENTOS DE HADAS, LA",LIBRO,400.0,,"GRAD, MARCIA",50.0,EDICIONES OBELISCO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,9,2022-04-09,SÃ¡bado,Abril,Fondo
1869,2317,SUCURSAL_1,2022,4,EDITORIAL OCEANO DE MEXICO SA DE CV,7267433.0,PISO DE VENTA,1.0,530.0,273.24,9788484453499,0.0,"REALIDAD DEL SER, LA. EL CUARTO CAMINO DE GURDJIEFF",LIBRO,530.0,,"SALZMANN, JEANNE DE",44.8,OCEANO / GAIA,ESOTERISMO,ESOTERISMO,METAFISICA,1,2022-04-01,Viernes,Abril,Fondo
150146,186628,SUCURSAL_3,2021,5,NIRVANA LIBROS SA DE CV,1966456.0,PISO DE VENTA,1.0,168.0,120.0,9788497778213,,PIENSE Y HAGASE RICO,LIBRO,240.0,,"HILL, NAPOLEON",50.0,EDICIONES OBELISCO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,9,2021-05-09,Domingo,Mayo,Fondo
139869,175126,SUCURSAL_2,2022,9,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,4414190.0,PISO DE VENTA,1.0,249.0,156.02,9786073807005,0.0,Retorno 201,LIBRO,249.0,144.42,"ARRIAGA, GUILLERMO",42.0,ALFAGUARA,LITERATURA,LITERATURA,AUTORES MEXICANOS,8,2022-09-08,Jueves,Septiembre,Fondo
110215,139212,SUCURSAL_2,2022,3,NIRVANA LIBROS SA DE CV,4366239.0,PISO DE VENTA,1.0,144.0,,9788491454892,0.1,Aladino y la lÃ¡mpara maravillosa / pd.,LIBRO,160.0,,PICARONA,50.0,PICARONA,NIÃOS,NIÃOS,DE 3 A 5 AÃOS,6,2022-03-06,Domingo,Marzo,Novedad
59852,74120,SUCURSAL_1,2022,8,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7309201.0,PISO DE VENTA,1.0,319.0,196.62,9786073178457,0.0,Sigue avanzando,LIBRO,319.0,185.02,"KLEON, AUSTIN",42.0,AGUILAR,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,27,2022-08-27,SÃ¡bado,Agosto,Fondo
2458,3069,SUCURSAL_1,2022,3,EDITORIAL OCEANO DE MEXICO SA DE CV,7267076.0,PISO DE VENTA,1.0,695.0,383.64,9781883360856,0.0,UN CURSO DE MILAGROS / 2 ED.,LIBRO,695.0,,FUNDACION PARA LA PAZ INTERIOR,44.8,PEACE OF GOD E.U.,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,LITERATURA ESPIRITUAL,31,2022-03-31,Jueves,Marzo,Fondo
178927,219219,SUCURSAL_4,2022,7,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,887557.0,PISO DE VENTA,1.0,369.0,225.62,9786073110297,0.0,El poder del ahora,LIBRO,369.0,214.02,"TOLLE, ECKHART",42.0,GRIJALBO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,LITERATURA ESPIRITUAL,4,2022-07-04,Lunes,Julio,Fondo
42202,53003,SUCURSAL_1,2022,7,EDITORIAL PLANETA MEXICANA,7296239.0,PISO DE VENTA,1.0,168.0,97.44,9786070712128,0.0,"INVENCION DE LA SOLEDAD, LA",LIBRO,168.0,97.44,"AUSTER, PAUL",42.0,BOOKET,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,22,2022-07-22,Viernes,Julio,Fondo
183830,225315,SUCURSAL_4,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,907599.0,PISO DE VENTA,1.0,269.0,156.02,9789871713363,0.0,Dibuja y crea tu propio manga,LIBRO,269.0,156.02,"APPENDINI, GUADALUPE",42.0,GUADALUPE,ARTES,"ARTES, BELLAS ARTES Y ARTES DECORATIVAS",DIBUJO Y TECNICA,24,2022-12-24,SÃ¡bado,Diciembre,Novedad
171729,210458,SUCURSAL_4,2022,4,COLOFON SA DE CV,880876.0,PISO DE VENTA,1.0,356.25,237.5,9788415689515,0.25,LIBRO DEL DESASOSIEGO,LIBRO,475.0,,"PESSOA, FERNANDO (NOGUEIRA PESSOA, FERNANDO ANTONIO)",50.0,ACANTILADO,LITERATURA,LITERATURA,NARRATIVA IBEROAMERICANA,22,2022-04-22,Viernes,Abril,Fondo
145466,181606,SUCURSAL_3,2021,3,EDITORIAL OCEANO DE MEXICO SA DE CV,1958765.0,PISO DE VENTA,1.0,270.0,149.04,9786075570556,,AMARSE CON LOS OJOS ABIERTOS,LIBRO,270.0,,"BUCAY, JORGE",44.8,OCEANO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,6,2021-03-06,SÃ¡bado,Marzo,Fondo
171601,210289,SUCURSAL_4,2021,7,NIRVANA LIBROS SA DE CV,845774.0,PISO DE VENTA,1.0,150.0,100.0,9788497770958,0.25,EVANGELIO DE MARIA MAGDALENA,LIBRO,200.0,,ANONIMO,50.0,EDICIONES OBELISCO,HUMANIDADES,RELIGION,DOCTRINAS RELIGIOSAS,31,2021-07-31,SÃ¡bado,Julio,Fondo
178990,219301,SUCURSAL_4,2022,8,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,890285.0,PISO DE VENTA,1.0,99.0,57.42,9788498727098,0.0,El pozo de la ascension,LIBRO,99.0,57.42,"SANDERSON, BRANDON",42.0,EDICIONES B,LITERATURA,LITERATURA,CIENCIA FICCION Y LITERATURA FANTASTICA,1,2022-08-01,Lunes,Agosto,Fondo
78010,96349,SUCURSAL_5,2021,9,EDITORIAL OCEANO DE MEXICO SA DE CV,644847.0,PISO DE VENTA,1.0,450.0,248.4,9788415292401,0.0,CARTAS ORACULO DE LAS VIDAS PASADAS (ESTUCHE),LIBRO,450.0,,"VIRTUE, DOREEN",44.8,OCEANO / ARKANO BOOKS,ESOTERISMO,ESOTERISMO,ARTES ADIVINATORIAS,6,2021-09-06,Lunes,Septiembre,Fondo
6662,8741,SUCURSAL_1,2021,2,EDITORIAL OCEANO DE MEXICO SA DE CV,7121084.0,PISO DE VENTA,1.0,387.0,237.36,9788415292739,,RIDER WAITE TAROT (CARTAS),LIBRO,430.0,,"COLMAN SMITH, PAMELA",44.8,OCEANO / ARKANO BOOKS,ESOTERISMO,ESOTERISMO,ASTROLOGIA,28,2021-02-28,Domingo,Febrero,Fondo
29289,36175,SUCURSAL_1,2021,4,COLOFON SA DE CV,7138038.0,PISO DE VENTA,1.0,442.5,295.0,9788477028734,,Bienvenidos al Sabbath. AntologÃ­a de relatos de satanismo y brujerÃ­a,LIBRO,590.0,,"ERCKMANN CHATRIAN, EMILI",50.0,VALDEMAR,LITERATURA,LITERATURA,NOVELA DE TERROR,16,2021-04-16,Viernes,Abril,Fondo
175664,215247,SUCURSAL_4,2022,11,EDITORIAL PLANETA MEXICANA,901151.0,PISO DE VENTA,1.0,99.0,57.42,9786070755347,0.0,STAR WARS. COSECHA ROJA,LIBRO,99.0,57.42,"SCHREIBER, JOE",42.0,PLANETA (LICENCIAS),LITERATURA,LITERATURA,CIENCIA FICCION Y LITERATURA FANTASTICA,3,2022-11-03,Jueves,Noviembre,Fondo
36915,44992,SUCURSAL_1,2022,2,PEARSON EDUCACION DE MEXICO SA DE CV,7253383.0,PISO DE VENTA,1.0,504.0,327.6,9786073246903,0.0,GUIA DE ESTUDIO PARA INGRESAR AL BACHILLERATO (CONAMAT) / 6 ED.,LIBRO,504.0,,"MONTAÃEZ COLIN, ANA LUISA",35.0,CONAMAT (COLEGIO NACIONAL DE MATEMATICAS),"TEXTOS ESCOLARES, UNIVERSITARIOS Y TÃCNICOS",TEXTOS ESCOLARES,SECUNDARIA,16,2022-02-16,MiÃ©rcoles,Febrero,Fondo
152908,189576,SUCURSAL_3,2022,6,COLOFON SA DE CV,2017034.0,PISO DE VENTA,1.0,262.5,175.0,9786078622139,0.25,PELEA DE GALLOS,LIBRO,350.0,175.0,"AMPUERO, MARIA FERNANDA",50.0,PAGINAS DE ESPUMA,LITERATURA,LITERATURA,NARRATIVA IBEROAMERICANA,2,2022-06-02,Jueves,Junio,Fondo
97104,121812,SUCURSAL_5,2022,9,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,689100.0,PISO DE VENTA,1.0,359.0,208.22,9786073193511,0.0,Harry Potter y la piedra filosofal,LIBRO,359.0,208.22,"ROWLING, J. K. (ROWLING, JOANNE KATHLEEN)",42.0,EDICIONES SALAMANDRA,JUVENIL,LITERATURA,LITERATURA JUVENIL,7,2022-09-07,MiÃ©rcoles,Septiembre,Fondo
99790,125791,SUCURSAL_5,2022,9,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,690196.0,PISO DE VENTA,1.0,299.0,173.42,9786073817127,0.0,Un aÃ±o con tus Ã¡ngeles 2023,LIBRO,299.0,173.42,"ASPRA, LUCY",42.0,ALAMAH,ESOTERISMO,ESOTERISMO,ASTROLOGIA,18,2022-09-18,Domingo,Septiembre,Novedad
43703,54849,SUCURSAL_1,2022,7,EDITORIAL PLANETA MEXICANA,7293838.0,PISO DE VENTA,1.0,438.0,254.04,9786070737107,0.0,TINISIMA,LIBRO,438.0,254.04,"PONIATOWSKA, ELENA",42.0,SEIX BARRAL,LITERATURA,LITERATURA,AUTORES MEXICANOS,12,2022-07-12,Martes,Julio,Fondo
80794,100092,SUCURSAL_5,2022,3,NIRVANA LIBROS SA DE CV,670945.0,PISO DE VENTA,1.0,480.0,205.0,9788478088515,0.0,"JUEGO INTERIOR DEL TRABAJO, EL",LIBRO,480.0,,"GALLWEY, TIMOTHY",50.0,SIRIO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,19,2022-03-19,SÃ¡bado,Marzo,Fondo
112166,141572,SUCURSAL_2,2021,6,NIRVANA LIBROS SA DE CV,4284374.0,PISO DE VENTA,1.0,247.5,165.0,9788478088966,0.25,ESCUCHA A TU CUERPO Y COME,LIBRO,330.0,,"BOURBEAU, LISE",50.0,SIRIO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SALUD ALTERNATIVA,DIETAS Y EN FORMA,26,2021-06-26,SÃ¡bado,Junio,Fondo
177730,217785,SUCURSAL_4,2022,9,EDITORIAL PLANETA MEXICANA,896244.0,PISO DE VENTA,1.0,98.0,,9786070786358,0.0,FÃ¡bulas 2. La liebre y la tortuga y otras fÃ¡bulas para aprender a leer,LIBRO,98.0,56.84,ESTUDIO PE S.A.C,42.0,PLANETA JUNIOR,NIÃOS,NIÃOS,DE 3 A 5 AÃOS,16,2022-09-16,Viernes,Septiembre,Novedad
111421,140685,SUCURSAL_2,2021,2,NIRVANA LIBROS SA DE CV,4255299.0,PISO DE VENTA,1.0,375.0,250.0,9788497773775,,GRAFOLOGIA PSICOLOGICA. LA EXPLORACION DEL ALMA A TRAVES DE LA ESCRITURA,LIBRO,500.0,,"MORENO, MANUEL J.",50.0,EDICIONES OBELISCO,HUMANIDADES,PSICOLOGIA,PSICOLOGIA APLICADA,16,2021-02-16,Martes,Febrero,Fondo
125801,157458,SUCURSAL_2,2022,7,EDITORIAL PLANETA MEXICANA,4396807.0,PISO DE VENTA,1.0,268.0,155.44,9786070729652,0.0,Vivir para contarla,LIBRO,268.0,155.44,"GARCIA MARQUEZ, GABRIEL",42.0,DIANA,LITERATURA,LITERATURA,NARRATIVA IBEROAMERICANA,16,2022-07-16,SÃ¡bado,Julio,Fondo
7890,10437,SUCURSAL_1,2021,1,EDITORIAL OCEANO DE MEXICO SA DE CV,7108546.0,PISO DE VENTA,1.0,445.0,245.64,9786075572307,,Leyenda de fuego y plomo / La naciÃ³n de las bestias / vol. 2,LIBRO,445.0,,"PALOVA, MARIANA",44.8,OCEANO GRAN TRAVESIA,LITERATURA,LITERATURA,NOVELA DE TERROR,16,2021-01-16,SÃ¡bado,Enero,Novedad
154059,190848,SUCURSAL_3,2021,11,COLOFON SA DE CV,1993568.0,PISO DE VENTA,1.0,446.25,267.75,9788481096200,0.25,UN CORAZON DE NADIE. ANTOLOGIA POETICA 1913 - 1935 (EDICION BILINGUE),LIBRO,595.0,,"PESSOA, FERNANDO (NOGUEIRA PESSOA, FERNANDO ANTONIO)",55.0,GALAXIA GUTENBERG,LITERATURA,LITERATURA,POESIA,27,2021-11-27,SÃ¡bado,Noviembre,Fondo
43993,55251,SUCURSAL_1,2022,7,EDITORIAL PLANETA MEXICANA,7291757.0,PISO DE VENTA,1.0,158.0,91.64,9786070742255,0.0,La metamorfosis y otros relatos de animales,LIBRO,158.0,91.64,"KAFKA, FRANZ",42.0,ESPASA,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,4,2022-07-04,Lunes,Julio,Fondo
122375,153199,SUCURSAL_2,2022,9,PEARSON EDUCACION DE MEXICO SA DE CV,4413546.0,PISO DE VENTA,1.0,263.0,,9786073252027,0.0,OrtografÃa 4. Primaria,LIBRO,263.0,189.36,"SIERRA MARTINEZ, IVAN",28.0,PEARSON,"TEXTOS ESCOLARES, UNIVERSITARIOS Y TÃCNICOS",TEXTOS ESCOLARES,PRIMARIA,7,2022-09-07,MiÃ©rcoles,Septiembre,Fondo
122499,153372,SUCURSAL_2,2021,3,PEARSON EDUCACION DE MEXICO SA DE CV,4259975.0,PISO DE VENTA,1.0,617.5,464.44,9786073232883,,MECANICA DE FLUIDOS / 7 ED.,LIBRO,650.0,,"MOTT, ROBERT L.",32.0,PEARSON,DIVULGACIÃN CIENTÃFICA,CIENCIAS NATURALES,FISICA,5,2021-03-05,Viernes,Marzo,Fondo
141494,177092,SUCURSAL_2,2022,11,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,4435925.0,PISO DE VENTA,1.0,169.0,98.02,9786073812450,0.0,Meditaciones,LIBRO,169.0,98.02,MARCO AURELIO,42.0,TAURUS,HUMANIDADES,FILOSOFIA,FILOSOFIA,22,2022-11-22,Martes,Noviembre,Fondo
141722,177350,SUCURSAL_2,2022,7,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,4393912.0,PISO DE VENTA,1.0,129.0,74.82,9786073815383,0.0,El matarife,LIBRO,129.0,74.82,"MARAI, SANDOR",42.0,EDICIONES SALAMANDRA,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,3,2022-07-03,Domingo,Julio,Novedad
128177,160454,SUCURSAL_2,2022,9,EDITORIAL PLANETA MEXICANA,4421037.0,PISO DE VENTA,1.0,248.0,143.84,9786070763144,0.0,La casa de los espÃ­ritus,LIBRO,248.0,143.84,"ALLENDE, ISABEL",42.0,AUSTRAL,LITERATURA,LITERATURA,NARRATIVA IBEROAMERICANA,29,2022-09-29,Jueves,Septiembre,Fondo
132298,165647,SUCURSAL_2,2022,12,EDITORIAL PLANETA MEXICANA,4442357.0,PISO DE VENTA,1.0,348.0,201.84,9786070791871,0.0,Leyendas Legendarias,LIBRO,348.0,201.84,BADIA / LOLO / BORRE,42.0,PLANETA,JUVENIL,LITERATURA,LITERATURA JUVENIL,15,2022-12-15,Jueves,Diciembre,Novedad
50781,63510,SUCURSAL_1,2022,12,EDITORIAL PLANETA MEXICANA,7344815.0,PISO DE VENTA,1.0,117.6,97.44,9786070789038,0.3,OjalÃ¡,LIBRO,168.0,97.44,"DEFREDS (GOMEZ IGLESIAS, JOSE A.)",42.0,ESPASA,LITERATURA,LITERATURA,POESIA,13,2022-12-13,Martes,Diciembre,Novedad
180073,220659,SUCURSAL_4,2022,11,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,902753.0,PISO DE VENTA,1.0,149.0,86.42,9786073164511,0.0,La novia oscura,LIBRO,149.0,86.42,"RESTREPO, LAURA",42.0,DEBOLSILLO,LITERATURA,LITERATURA,NARRATIVA IBEROAMERICANA,19,2022-11-19,SÃ¡bado,Noviembre,Fondo
52514,65515,SUCURSAL_1,2022,11,EDITORIAL PLANETA MEXICANA,7339687.0,PISO DE VENTA,1.0,198.0,114.84,9786070793042,0.0,Tal vez maÃ±ana,LIBRO,198.0,114.84,"HOOVER, COLLEEN",42.0,BOOKET,JUVENIL,LITERATURA,LITERATURA JUVENIL,29,2022-11-29,Martes,Noviembre,Novedad
95561,119458,SUCURSAL_5,2022,10,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,692948.0,PISO DE VENTA,1.0,189.0,109.62,9786073158619,0.0,Veronika decide morir / 4 Ed.,LIBRO,189.0,109.62,"COELHO, PAULO",42.0,DEBOLSILLO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,LITERATURA ESPIRITUAL,17,2022-10-17,Lunes,Octubre,Fondo
168501,206770,SUCURSAL_4,2021,9,EDITORIAL OCEANO DE MEXICO SA DE CV,851324.0,PISO DE VENTA,1.0,315.0,173.88,9786075573854,0.0,Hidalgo. La otra historia,LIBRO,315.0,,"TRUEBA LARA, JOSE LUIS",44.8,OCEANO / ABRAXAS,CIENCIAS SOCIALES,HISTORIA,HISTORIA DE MEXICO,8,2021-09-08,MiÃ©rcoles,Septiembre,Novedad
117935,148178,SUCURSAL_2,2021,6,COLOFON SA DE CV,4284196.0,PISO DE VENTA,1.0,75.0,45.0,9789688670071,0.25,SIDDHARTHA,LIBRO,100.0,,"HESSE, HERMANN",55.0,COLOFON,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,25,2021-06-25,Viernes,Junio,Fondo
116141,146126,SUCURSAL_2,2022,3,COLOFON SA DE CV,4367772.0,PISO DE VENTA,1.0,532.0,325.0,9788418002519,0.2,Ruina y ascenso,LIBRO,665.0,,"BARDUGO, LEIGH",50.0,HIDRA,LITERATURA,LITERATURA,LITERATURA JUVENIL,12,2022-03-12,SÃ¡bado,Marzo,Fondo
173031,211988,SUCURSAL_4,2021,12,COLOFON SA DE CV,862264.0,PISO DE VENTA,1.0,547.5,365.0,9788498795059,0.25,JESUS,LIBRO,730.0,,"KUNG, HANS",50.0,TROTTA,HUMANIDADES,RELIGION,PERSONAJES RELIGIOSOS,7,2021-12-07,Martes,Diciembre,Fondo
157003,193944,SUCURSAL_3,2022,9,EDITORIAL PLANETA MEXICANA,2027785.0,PISO DE VENTA,1.0,378.0,230.84,9786070747021,0.0,Gravity Falls. Diario 3 / pd.,LIBRO,378.0,219.24,DISNEY,42.0,PLANETA (LICENCIAS),NIÃOS,NIÃOS,DE 6 A 12 AÃOS,16,2022-09-16,Viernes,Septiembre,Fondo
153903,190685,SUCURSAL_3,2021,7,COLOFON SA DE CV,1976197.0,PISO DE VENTA,1.0,356.25,237.5,9788496136496,0.25,HOTEL SAVOY,LIBRO,475.0,,"ROTH, JOSEPH",50.0,ACANTILADO,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,27,2021-07-27,Martes,Julio,Fondo
107983,136518,SUCURSAL_2,2021,9,EDITORIAL OCEANO DE MEXICO SA DE CV,4314186.0,PISO DE VENTA,1.0,325.0,179.4,9788424939014,0.0,FÃ¡bulas / pd.,LIBRO,325.0,,ESOPO,44.8,GREDOS,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,26,2021-09-26,Domingo,Septiembre,Fondo
130094,162920,SUCURSAL_2,2022,7,EDITORIAL PLANETA MEXICANA,4396339.0,PISO DE VENTA,1.0,298.0,172.84,9786070780875,0.0,Cien aÃ±os de soledad / pd.,LIBRO,298.0,172.84,"GARCIA MARQUEZ, GABRIEL",42.0,DIANA,LITERATURA,LITERATURA,NARRATIVA IBEROAMERICANA,14,2022-07-14,Jueves,Julio,Fondo
135528,169709,SUCURSAL_2,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,4441311.0,PISO DE VENTA,1.0,249.0,144.42,9786075293899,0.0,Un final perfecto,LIBRO,249.0,144.42,"KATZENBACH, JOHN",42.0,EDICIONES B,LITERATURA,LITERATURA,NOVELA POLICIACA Y DE SUSPENSO,12,2022-12-12,Lunes,Diciembre,Fondo
90942,112649,SUCURSAL_5,2022,12,EDITORIAL PLANETA MEXICANA,699622.0,PISO DE VENTA,1.0,250.6,207.64,9786070748097,0.3,Una magia mÃ¡s oscura,LIBRO,358.0,207.64,"SCHWAB, VICTORIA",42.0,DESTINO,JUVENIL,LITERATURA,LITERATURA JUVENIL,21,2022-12-21,MiÃ©rcoles,Diciembre,Fondo
135856,170122,SUCURSAL_2,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,4442067.0,PISO DE VENTA,5.0,995.0,115.42,9786073167147,0.0,#EllosHablan,LIBRO,199.0,115.42,"CACHO, LYDIA",42.0,GRIJALBO,CIENCIAS SOCIALES,CIENCIAS SOCIALES,POLITICA,15,2022-12-15,Jueves,Diciembre,Fondo
122963,154041,SUCURSAL_2,2021,3,PEARSON EDUCACION DE MEXICO SA DE CV,4265751.0,PISO DE VENTA,2.0,551.0,207.4,9786073249171,,"ENSEÃANZA EN LA CUARTA REVOLUCION INDUSTRIAL, LA. AL BORDE DEL PRECIPICIO",LIBRO,290.0,,"DOUCET, ARMAND",32.0,PEARSON,EDUCACIÃN Y PEDAGOGÃA,EDUCACION Y PEDAGOGIA,PLANEACION Y GESTION EDUCATIVA,29,2021-03-29,Lunes,Marzo,Fondo
132837,166327,SUCURSAL_2,2022,7,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,4393875.0,PISO DE VENTA,1.0,359.0,208.22,9786071106643,0.0,Ensayo sobre la ceguera,LIBRO,359.0,208.22,"SARAMAGO, JOSE",42.0,ALFAGUARA,LITERATURA,LITERATURA,NARRATIVA IBEROAMERICANA,2,2022-07-02,SÃ¡bado,Julio,Fondo
156202,193128,SUCURSAL_3,2022,9,EDITORIAL PLANETA MEXICANA,2027184.0,PISO DE VENTA,1.0,318.0,184.44,9786070739798,0.0,Cuentos de buenas noches para niÃ±as rebeldes,LIBRO,318.0,184.44,"CAVALLO, FRANCESCA",42.0,PLANETA,JUVENIL,LITERATURA,LITERATURA JUVENIL,11,2022-09-11,Domingo,Septiembre,Fondo
145230,181359,SUCURSAL_3,2022,2,EDITORIAL OCEANO DE MEXICO SA DE CV,2005068.0,PISO DE VENTA,1.0,530.0,292.56,9788484459095,0.0,Sanar el corazÃ³n. Despertar el maestro interior y sanar las heridas emocionales,LIBRO,530.0,,"RAVENTOS KLEIN, KETAN",44.8,GAIA EDICIONES,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,12,2022-02-12,SÃ¡bado,Febrero,Novedad
57917,71893,SUCURSAL_1,2022,11,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7338636.0,PISO DE VENTA,1.0,439.0,254.62,9786073165716,0.0,Nada es tan terrible. La filosofÃ­a de los mÃ¡s fuertes y felices,LIBRO,439.0,254.62,"SANTANDREU, RAFAEL",42.0,GRIJALBO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,25,2022-11-25,Viernes,Noviembre,Fondo
48369,60682,SUCURSAL_1,2022,10,EDITORIAL PLANETA MEXICANA,7329112.0,PISO DE VENTA,1.0,358.0,207.64,9786070778179,0.0,CrÃ³nica de una muerte anunciada / pd.,LIBRO,358.0,207.64,"GARCIA MARQUEZ, GABRIEL",42.0,DIANA,LITERATURA,LITERATURA,NARRATIVA IBEROAMERICANA,20,2022-10-20,Jueves,Octubre,Fondo
14151,19110,SUCURSAL_1,2021,11,EDITORIAL OCEANO DE MEXICO SA DE CV,7218675.0,PISO DE VENTA,1.0,295.0,162.84,9786075573830,0.0,"Los hombres son de Marte, las mujeres son de Venus / 3 ed.",LIBRO,295.0,,"GRAY, JOHN",44.8,OCEANO / ABRAXAS,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,27,2021-11-27,SÃ¡bado,Noviembre,Novedad
125273,156761,SUCURSAL_2,2022,10,EDITORIAL PLANETA MEXICANA,4427998.0,PISO DE VENTA,1.0,168.0,97.44,7502268181376,0.0,Breviario de los vencidos,LIBRO,168.0,97.44,"CIORAN, E. M.",42.0,TUSQUETS PROMOCION,HUMANIDADES,FILOSOFIA,FILOSOFIA,19,2022-10-19,MiÃ©rcoles,Octubre,Fondo
101749,128340,SUCURSAL_2,2022,5,EDITORIAL OCEANO DE MEXICO SA DE CV,4383968.0,PISO DE VENTA,1.0,230.3,162.84,9788427213937,0.3,CADA DIA,LIBRO,329.0,,"LEVITHAN, DAVID",44.8,OCEANO / RBA MOLINO,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,16,2022-05-16,Lunes,Mayo,Fondo
